Fiscal Year,Company Name,Company Address,Municipality,County 1,State,Zip Code,Business Industry,NAICS Code,Minority/ Woman/ Veteran/ International Export,Contract Execution Date,Grant Amount,Loan Amount,Total Assistance ,Total Project Cost,Amount Leveraged,Funding Source,Statutory Reference,Per Contract: Full-Time CT Jobs to be Retained,Per Contract: Full-Time CT Jobs to be Created,Per Contract: Part-Time CT Jobs to be Retained,Per Contract: Part-Time CT Jobs to be Created,Actual Jobs at Time of Review,Job Obligation Status,Penalty (if applicable),Forgiveness Earned (if applicable),Per Application: Existing Full-Time Jobs in CT,Per Application: Full-Time Jobs to be Created in CT,Per Application: Existing Part-Time Jobs in CT,Per Application: Part Time Jobs to be Created in CT,Full-Time CT Employment at 6/30/20,Part-Time CT Employment at 6/30/20,Status,Location 1,Count,Geocoded Location,Planning Regions,Counties,Zip Code 2,Town Index
2014,Frederick Giampietro Jr. dba Fred Giampietro Gallery,315 Peck Street,New Haven,New Haven,CT,06513,Antique Dealer,453310,No,11/18/2013,21333.00,0.00,21333.00,43833.00,22500.00,Small Business Express Program,CGS Sec. 32-7g,1,1,0,0,2,Met,n/a,n/a,1,1,0,0,,,Active,315 Peck Street,1,"315 Peck Street
New Haven, CT 06513
(41.315781, -72.899631)",7,1044,242,93
2014,"Bolton Aerospace, Inc.",321 Progress Drive,Manchester,Hartford,CT,06042,Manufacturing,332710,No,06/06/2014,0.00,100000.00,100000.00,100000.00,0.00,Small Business Express Program,CGS Sec. 32-7g,22,0,0,0,26,Met,n/a,n/a,22,0,0,0,,,Active,321 Progress Drive,1,"321 Progress Drive
Manchester, CT 06042
(41.800073, -72.502212)",1,1041,161,77
2015,The Pyne-Davidson Company,237 Weston Street,Hartford,Hartford,CT,06120,Printing & Related Support Activities,323100,No,11/14/2014,100000.00,300000.00,400000.00,500000.00,100000.00,Small Business Express Program,CGS Sec. 32-7g,22,5,0,0,Pending,Pending,n/a,n/a,22,5,0,0,,,Active,237 Weston Street,1,"237 Weston Street
Hartford, CT 06120
(41.796604, -72.658305)",1,1041,79,64
2016,The Marion Manufacturing Company,1675 Reinhard Road,Cheshire,New Haven,CT,06410,Metal Stamping,332116,Yes International Export,08/25/2015,50000.00,0.00,50000.00,331800.00,281800.00,Small Business Express Program,CGS Sec. 32-7g,23,2,0,0,24,Not Met,"$   2,000",n/a,23,2,0,0,19,2,Active,1675 Reinhard Road,1,"1675 Reinhard Road
Cheshire, CT 06410
(41.547387, -72.892915)",4,1044,63,25
2013,"Soapstone Media, Inc.",215 Moody Road,Enfield,Hartford,CT,06082,On-Line Retail Promotion,323119,No,06/26/2013,46680.00,0.00,46680.00,154400.00,107720.00,Small Business Express Program,CGS Sec. 32-7g,1,3,0,0,5,Met,n/a,n/a,1,3,0,0,,,Active,215 Moody Road,1,"215 Moody Road
Enfield, CT 06082
(42.004727, -72.516462)",1,1041,108,49
2015,"Newtown Veterinary Specialists, LLC",52 Church Hill Road,Newtown,Fairfield,CT,06470,Veterinary Speciality Hospital,541940,Yes Woman,08/27/2014,100000.00,300000.00,400000.00,500000.00,100000.00,Small Business Express Program,CGS Sec. 32-7g,43,5,0,0,Pending,Pending,n/a,n/a,43,5,0,0,,,Active,52 Church Hill Road,1,"52 Church Hill Road
Newtown, CT 06470
(41.416793, -73.296832)",9,1040,153,97
2016,"Enfield Testing and Balancing, Inc.",110 Broad Brook Road,Enfield,Hartford,CT,06082,Professional Scientific & Test Services,541990,No,01/13/2016,40000.00,0.00,40000.00,90000.00,50000.00,Small Business Express Program,CGS Sec. 32-7g,5,2,0,0,8,Met,n/a,n/a,5,2,0,0,,,Compliance Complete,110 Broad Brook Road,1,,,,,
2017,"Summit7, LLC dba Zaniac Greenwich",16 Summit Road,Greenwich,Fairfield,CT,06878,Education,611000,Yes Woman/Minority,11/29/2016,0.00,99000.00,99000.00,99000.00,0.00,Small Business Express Program,CGS Sec. 32-7g,1,0,0,0,Pending,Pending,n/a,n/a,1,0,0,0,,,Active,16 Summit Road,1,"16 Summit Road
Greenwich, CT 06878
(41.031499, -73.574674)",9,1040,83,57
2016,"Stamford Insurance Group, Inc.",25 Crescent Street,Stamford,Fairfield,CT,06906,Insurance Agencies & Brokerages,524210,No,03/22/2016,0.00,300000.00,300000.00,300000.00,0.00,Small Business Express Program,CGS Sec. 32-7g,21,4,0,0,26,Met,n/a,n/a,21,4,0,0,,,Active,25 Crescent Street,1,"25 Crescent Street
Stamford, CT 06906
(41.07024, -73.518481)",9,1040,44,135
2017,"The Business Council of Fairfield County Connecticut Foundation, Inc.",One Landmark Square,Stamford,Fairfield,CT,06901,Manufacturing,813910,No,02/03/2017,250000.00,0.00,250000.00,250000.00,0.00,Manufacturing Assistance Act,CH 588l,0,30,,,Pending,Pending,,,0,30,0,0,,,Active,One Landmark Square,1,,,,,
2016,"Four Flours Baking Company, LLC",1203 Chapel Street,New Haven,New Haven,CT,06511,Baked Goods,311811,Yes Woman,11/03/2015,60000.00,0.00,60000.00,459689.00,399689.00,Small Business Express Program,CGS Sec. 32-7g,0,3,0,0,3,Met,pending,n/a,0,3,0,0,,,Compliance Complete,1203 Chapel Street,1,"1203 Chapel Street
New Haven, CT 06511
(41.309141, -72.934687)",7,1044,275,93
2014,"Connecticut Urgent Care Centers, LLC",4 Hidden Spring Lane,Farmington,Hartford,CT,06032,Healthcare,621111,No,01/17/2014,100000.00,300000.00,400000.00,800000.00,400000.00,Small Business Express Program,CGS Sec. 32-7g,0,6,0,0,9,Met,n/a,n/a,0,6,0,0,,,Active,4 Hidden Spring Lane,1,"4 Hidden Spring Lane
Farmington, CT 06032
(41.715314, -72.812944)",1,1041,254,52
2013,"Norwalk Wilbert Vault Company, LLC",425 Harral Street,Bridgeport,Fairfield,CT,06604,Other Concrete Product Manufacturing,327390,No,05/30/2013,100000.00,300000.00,400000.00,1606000.00,1206000.00,Small Business Express Program,CGS Sec. 32-7g,30,7,0,0,39,Met,n/a,n/a,30,7,0,0,,,Compliance Complete,425 Harral Street,1,"425 Harral Street
Bridgeport, CT 06604
(41.18291, -73.197714)",2,1040,172,15
2018,"Harriott Home Health Services, LLC",140 Woodland Street,Hartford,Hartford,CT,06105,Home Health Care Services,621610,Yes Woman/Minority,03/19/2018,60000.00,30000.00,90000.00,150000.00,60000.00,Small Business Express Program,CGS Sec. 32-7g,28,3,0,0,,,n/a,n/a,28,3,31,0,,,Active,140 Woodland Street,1,"140 Woodland Street
Hartford, CT 06105
(41.776597, -72.69875)",1,1041,10,64
2021,Innovative Network Solutions Corp,"5 Hillandale Avenue, Suite 102",Stamford,Fairfield,CT,06902,IT,541519,Yes/Minority,04/30/2021,0.00,300000.00,300000.00,309200.00,9200.00,Small Business Express Program,CGS Sec. 32-7g,35,2,0,0,Pending,Pending,n/a,n/a,35,2,0,0,,,Active,"5 Hillandale Avenue, Suite 102",1,"5 Hillandale Avenue, Suite 102
Stamford, CT 06902
(41.060066, -73.533086)",9,1040,7,135
2014,"Nolaro24, LLC",80 Turnpike Drive,Middlebury,New Haven,CT,06762,Rubber Foot Orthotic Manufacturer,339113,Yes Woman,11/06/2013,0.00,95400.00,95400.00,95400.00,0.00,Small Business Express Program,CGS Sec. 32-7g,5,0,0,0,4,Not Met,from 3% to 4%,n/a,5,2,0,0,,,Compliance Complete,80 Turnpike Drive,1,"80 Turnpike Drive
Middlebury, CT 06762
(41.565128, -73.094412)",4,1044,200,81
2013,"Genomas, Inc.",67 Jefferson Street,Hartford,Hartford,CT,06106,Medical Laboratories,621511,No,10/16/2012,0.00,250000.00,250000.00,958800.00,708800.00,Small Business Express Program,CGS Sec. 32-7g,4,3,0,0,8,Met,n/a,"$   50,000",4,3,0,0,,,Active,67 Jefferson Street,1,"67 Jefferson Street
Hartford, CT 06106
(41.755423, -72.679068)",1,1041,182,64
2017,"Middle Ground Café, LLC",42 Main Street,Stafford Springs,Tolland,CT,06076,Restaurant,722513,Yes Woman,01/26/2017,11000.00,0.00,11000.00,22000.00,11000.00,Small Business Express Program,CGS Sec. 32-7g,3,1,0,0,Pending,Pending,n/a,n/a,3,1,7,0,,,Active,42 Main Street,1,"42 Main Street
Stafford Springs, CT 06076
(41.953478, -72.30491)",1,38,34,134
2015,"ATM Premium, LLC",141 South Street,West Hartford,Hartford,CT,06110,Automated Teller Machine Operator,522320,Yes Minority,06/01/2015,75000.00,50000.00,125000.00,200000.00,75000.00,Small Business Express Program,CGS Sec. 32-7g,0,4,0,0,0,Not Met,"2% to 3% & $75,000",n/a,1,4,0,0,,,Active,141 South Street,1,"141 South Street
West Hartford, CT 06110
(41.725213, -72.725113)",1,1041,213,155
2015,Colonial Bronze Company,511 Winsted Road,Torrington,Litchfield,CT,06790,Metal Fabrication,332510,No,11/10/2014,0.00,287789.00,287789.00,344856.00,57067.00,Small Business Express Program,CGS Sec. 32-7g,35,2,0,0,46,Met,n/a,n/a,34,3,0,0,,,Active,511 Winsted Road,1,"511 Winsted Road
Torrington, CT 06790
(41.826344, -73.11242)",6,1042,122,143
2013,"EasySeat, LLC",140 Whiting Street,Plainville,Hartford,CT,06062,Ticket Resale,812990,No,05/13/2013,39916.00,0.00,39916.00,177471.00,137555.00,Small Business Express Program,CGS Sec. 32-7g,0,2,0,0,9,Met,n/a,n/a,2,1,0,0,,,Compliance Complete,140 Whiting Street,1,"140 Whiting Street
Plainville, CT 06062
(41.662991, -72.866995)",1,1041,260,110
2013,"Cenaxo, LLC",16 Tolland Turnpike,Willington,Tolland,CT,06279,Historic Building Contractor,238190,No,12/11/2012,100000.00,0.00,100000.00,200000.00,100000.00,Small Business Express Program,CGS Sec. 32-7g,9,5,0,0,14,Met,n/a,n/a,9,5,0,0,,,Active,16 Tolland Turnpike,1,"16 Tolland Turnpike
Willington, CT 06279
(41.880901, -72.304794)",1,38,149,160
2015,"Madigan Millworks, Inc.",150 New Britain Avenue,Farmington,Hartford,CT,06085,Custom Architectural Millwork,337212,No,12/29/2014,60000.00,0.00,60000.00,120000.00,60000.00,Small Business Express Program,CGS Sec. 32-7g,9,3,0,0,13,Met,n/a,n/a,9,3,0,0,,,Compliance Complete,150 New Britain Avenue,1,,,,,
2016,"Talus Partners, LLC",321 Main Street,Farmington,Hartford,CT,06032,Information Technology Consulting,561300,Yes Woman,10/06/2015,100000.00,0.00,100000.00,644500.00,544500.00,Small Business Express Program,CGS Sec. 32-7g,27,5,0,0,33,Met,n/a,n/a,27,5,0,0,,,Compliance Complete,321 Main Street,1,"321 Main Street
Farmington, CT 06032
(41.705969, -72.842624)",1,1041,254,52
2016,"Patterson Enterprises, LLC",550 Broad Street,Bristol,Hartford,CT,06010,Industrial Machinery & Equipment Merchant Wholesaler,423830,No,02/24/2016,0.00,228500.00,228500.00,228500.00,0.00,Small Business Express Program,CGS Sec. 32-7g,8,2,0,0,Pending,Pending,n/a,n/a,8,2,0,0,,,Active,550 Broad Street,1,"550 Broad Street
Bristol, CT 06010
(41.670993, -72.918127)",4,1041,219,17
2016,"Nano Solutions, LLC","65 Hawley Avenue, Building A",Bridgeport,Fairfield,CT,06606,Technology Related Products & Services,541990,Yes International Export,02/26/2016,0.00,252000.00,252000.00,302000.00,50000.00,Small Business Express Program,CGS Sec. 32-7g,0,2,0,0,3,Met,n/a,n/a,1,2,0,0,,,Compliance Complete,"65 Hawley Avenue, Building A",1,"65 Hawley Avenue, Building A
Bridgeport, CT 06606
(41.201521, -73.198749)",2,1040,74,15
2012,"Menaji Worldwide, LLC",762 Kings Highway West,Fairfield,Fairfield,CT,06890,Manufacturing,325620,No,02/17/2012,0.00,200000.00,200000.00,550000.00,350000.00,Manufacturing Assistance Act/Small Business Revolving Loan Fund,PA 10-75,n/a,n/a,,,n/a,n/a,n/a,n/a,4,0,1,12,1,1,Active,762 Kings Highway West,1,"762 Kings Highway West
Fairfield, CT 06890
(41.138549, -73.293011)",2,1040,151,51
2013,Richard J. LoCicero dba State Farm Insurance,1516 Barnum Avenue,Stratford,Fairfield,CT,06614,Insurance Agency-Brokerage,524210,No,02/19/2013,0.00,89100.00,89100.00,125100.00,36000.00,Small Business Express Program,CGS Sec. 32-7g,2,1,0,0,4,Met,n/a,"$   10,000",2,2,0,0,,,Active,1516 Barnum Avenue,1,"1516 Barnum Avenue
Stratford, CT 06614
(41.195717, -73.140053)",2,1040,218,138
2017,"Open Water, LLC dba Creative Virtual USA","68 Southfield Avenue, 2 Stamford Landing",Stamford,Fairfield,CT,06902,Software Development,511210,No,09/27/2016,100000.00,0.00,100000.00,527324.00,427324.00,Small Business Express Program,CGS Sec. 32-7g,33,20,0,0,Pending,Pending,n/a,n/a,33,20,0,0,,,Compliance Complete,"68 Southfield Avenue, 2 Stamford Landing",1,,,,,
2014,"Etter Engineering Co, Inc.",210 Century Drive,Bristol,Hartford,CT,06010,Industrial Process Heating Equipment,333994,No,07/02/2013,75000.00,0.00,75000.00,169013.00,94013.00,Small Business Express Program,CGS Sec. 32-7g,18,4,0,0,30,Met,n/a,n/a,18,2,0,0,,,Compliance Complete,210 Century Drive,1,"210 Century Drive
Bristol, CT 06010
(41.653524, -72.918392)",4,1041,219,17
2013,"The Fairy Dogmother Grooming, LLC",6 Old Green Road,Newtown,Fairfield,CT,06482,Pet Care/Dog Grooming,812910,Yes Woman,05/03/2013,0.00,100000.00,100000.00,100000.00,0.00,Small Business Express Program,CGS Sec. 32-7g,0,1,0,0,0,Not Met,Rate increase from 2% to 3%,n/a,2,1,0,0,,,Active,6 Old Green Road,1,"6 Old Green Road
Newtown, CT 06482
(41.427671, -73.292972)",9,1040,152,97
2014,"Charles Island Oyster Farm, LLC",305 Knowlton Street,Bridgeport,Fairfield,CT,06605,Manufacturing,424660,No,11/18/2013,0.00,200000.00,200000.00,369200.00,169200.00,Small Business Express Program,CGS Sec. 32-7g,2,6,0,0,6,Not Met,from 2% to 3%,n/a,2,6,0,0,,,Compliance Complete,305 Knowlton Street,1,"305 Knowlton Street
Bridgeport, CT 06605
(41.188084, -73.187958)",2,1040,2,15
2015,"Kensco, Inc. dba Tubs & Stuff Plumbing Supply",41 Clifton Avenue,Ansonia,New Haven,CT,06401,Plumbing Supplies,444190,No,05/06/2015,0.00,100000.00,100000.00,100000.00,0.00,Small Business Express Program,CGS Sec. 32-7g,1,0,0,0,2,Met,n/a,n/a,2,0,0,0,,,Active,41 Clifton Avenue,1,"41 Clifton Avenue
Ansonia, CT 06401
(41.335316, -73.085012)",4,1044,102,2
2016,"Atlantic Steel and Processing, LLC",2121 Thomaston Avenue,Waterbury,New Haven,CT,06704,Manufacturing,331221,Yes International Export,08/20/2015,0.00,200000.00,200000.00,200000.00,0.00,Small Business Express Program,CGS Sec. 32-7g,16,0,0,0,16,Met,n/a,"$   85,029",17,2,0,0,,,Active,2121 Thomaston Avenue,1,"2121 Thomaston Avenue
Waterbury, CT 06704
(41.596623, -73.057469)",4,1044,276,151
2017,"HTM Partners, LLC",109 Federal Road,Danbury,Fairfield,CT,06810,Management Consulting,541610,No,10/11/2016,100000.00,300000.00,400000.00,526812.00,126812.00,Small Business Express Program,CGS Sec. 32-7g,0,6,0,0,Pending,Pending,n/a,n/a,0,6,0,0,,,Compliance Complete,109 Federal Road,1,"109 Federal Road
Danbury, CT 06810
(41.429594, -73.416346)",9,1040,60,34
2013,"Hedgeye Risk Management, LLC",111 Whitney Avenue,New Haven,New Haven,CT,06510,Manufacturing,523920,No,03/14/2013,0.00,2500000.00,2500000.00,5354526.00,2854526.00,Manufacturing Assistance Act,CH 588l,27,25,,,53,Met,n/a,n/a,27,25,0,0,63,0,Active,111 Whitney Avenue,1,"111 Whitney Avenue
New Haven, CT 06510
(41.313736, -72.921571)",7,1044,133,93
2014,"ProntoLogic, LLC","116 Washington Aveue, 4th Floor",North Haven,New Haven,CT,06473,Internet Marketing and Sales,541400,No,04/25/2014,0.00,100000.00,100000.00,100000.00,0.00,Small Business Express Program,CGS Sec. 32-7g,0,3,0,0,0,Not Met,2% to 3%,n/a,0,3,0,0,,,Active,"116 Washington Aveue, 4th Floor",1,,,,,
2019,"L. M. Gill Welding & Manufacturing, LLC",1422 Tolland Turnpike,Manchester,Hartford,CT,06042,Manufacturing,332710,No,03/26/2019,0.00,300000.00,300000.00,300000.00,0.00,Manufacturing Assistance Act/Small Business Revolving Loan Fund,PA 10-75,26,10,0,0,Pending,Pending,n/a,n/a,25,10,2,0,,,Active,1422 Tolland Turnpike,1,"1422 Tolland Turnpike
Manchester, CT 06042
(41.794541, -72.565404)",1,1041,161,77
2015,"Pegasus Holding Company, Inc. sold to Leggett & Platt",422 Timber Ridge Road,Middletown,Middlesex,CT,06457,Aerospace & Submarine Manfacturing,336412,No,08/29/2014,100000.00,300000.00,400000.00,517000.00,117000.00,Small Business Express Program,CGS Sec. 32-7g,65,5,0,0,Pending,Pending,n/a,n/a,65,5,0,0,,,Active,422 Timber Ridge Road,1,"422 Timber Ridge Road
Middletown, CT 06457
(41.590238, -72.727219)",3,1043,236,83
2017,"Yumi EcoSolutions, Inc.",66 Fort Point Street,Norwalk,Fairfield,CT,06855,Manufacturing,326199,Yes,08/09/2016,0.00,250000.00,250000.00,250000.00,0.00,Manufacturing Assistance Act/Small Business Revolving Loan Fund,PA 10-75,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4,8,1,2,,,Active,66 Fort Point Street,1,"66 Fort Point Street
Norwalk, CT 06855
(41.103838, -73.407107)",9,1040,247,103
2018,"Merrill Industries, LLC",26 Village Street,Ellington,Tolland,CT,06029,Manufacturing,322110,No,03/05/2018,40000.00,70000.00,110000.00,153000.00,43000.00,Small Business Express Program,CGS Sec. 32-7g,35,4,0,0,Pending,Pending,n/a,n/a,35,4,4,1,,,Active,26 Village Street,1,"26 Village Street
Ellington, CT 06029
(41.875174, -72.479126)",1,38,142,48
2017,"CS Communication & Systems, Inc.","222 Pitkin Street, Suite 121",East Hartford,Hartford,CT,06108,Manufacturing,541512,No,11/29/2016,0.00,700000.00,700000.00,1407275.00,707275.00,Manufacturing Assistance Act,CH 588l,3,21,0,0,Pending,Pending,n/a,n/a,3,21,0,0,,,Active,"222 Pitkin Street, Suite 121",1,"222 Pitkin Street, Suite 121
East Hartford, CT 06108
(41.763866, -72.656912)",1,1041,119,43
2016,"Dana Bartone & Company, LLC",1151 South Main Street,Cheshire,New Haven,CT,06410,Beauty Salon & Spa,812112,Yes Woman/Veteran,12/03/2015,0.00,67075.00,67075.00,107075.00,40000.00,Small Business Express Program,CGS Sec. 32-7g,4,2,0,0,6,Met,n/a,n/a,4,2,0,0,,,Active,1151 South Main Street,1,"1151 South Main Street
Cheshire, CT 06410
(41.473402, -72.906609)",4,1044,63,25
2019,"Forever Sweet, LLC",4 New Canaan Avenue,Norwalk,Fairfield,CT,06851,Bakery,311812,Yes Woman,11/08/2018,35000.00,275000.00,310000.00,345000.00,35000.00,Small Business Express Program,CGS Sec. 32-7g,2,5,0,0,Pending,Pending,n/a,n/a,2,5,0,0,,,Active,4 New Canaan Avenue,1,"4 New Canaan Avenue
Norwalk, CT 06851
(41.126584, -73.422874)",9,1040,87,103
2018,NUMA Tool Company,646 Thompson Road,Thompson,Windham,CT,06277,Manufacturing,333120,Yes International Export,09/01/2017,100000.00,0.00,100000.00,396922.00,296922.00,Small Business Express Program,CGS Sec. 32-7g,60,5,0,0,Pending,Pending,n/a,n/a,60,3,2,0,60,1,Active,646 Thompson Road,1,"646 Thompson Road
Thompson, CT 06277
(41.974914, -71.848679)",5,39,210,141
2016,"Collins & Jewell Company, Inc.",5  Rachel Drive,Bozrah,New London,CT,06334,Manufacturing,332312,No,03/01/2016,0.00,50000.00,50000.00,181202.00,131202.00,Small Business Express Program,CGS Sec. 32-7g,58,2,0,0,69,Met,n/a,n/a,58,2,0,0,88,0,Active,5  Rachel Drive,1,,,,,
2013,"Gagliardi, Camille dba Gagliardi & Associates","41 North Main Street, Suite 208",West Hartford,Hartford,CT,06107,Investment Advice,523930,Yes,02/07/2013,20000.00,0.00,20000.00,42020.00,22020.00,Small Business Express Program,CGS Sec. 32-7g,2,1,0,0,3,Met,n/a,n/a,2,1,0,0,,,Compliance Complete,"41 North Main Street, Suite 208",1,"41 North Main Street, Suite 208
West Hartford, CT 06107
(41.764795, -72.742206)",1,1041,158,155
2014,"Advanced Sportsplex & Training Center, LLC",1280 Newfield Street,Middletown,Middlesex,CT,06457,Sports & Recreation,611620,No,07/02/2013,43000.00,0.00,43000.00,134750.00,91750.00,Small Business Express Program,CGS Sec. 32-7g,0,2,0,0,2,Met,OOB,OOB,0,3,0,0,,,Out of Business- Not written off,1280 Newfield Street,1,"1280 Newfield Street
Middletown, CT 06457
(41.594853, -72.67667)",3,1043,236,83
2014,"Zaloumis Contracting Service, Inc.",315 Riggs Street,Oxford,New Haven,CT,06478,Phone/Cable/Internet Installation and Repair,237100,No,09/26/2013,100000.00,200000.00,300000.00,700000.00,400000.00,Small Business Express Program,CGS Sec. 32-7g,47,20,0,0,52,Not Met,"Rate increase from 3% to 4% and $22,395",n/a,47,50,0,0,,,Active,315 Riggs Street,1,"315 Riggs Street
Oxford, CT 06478
(41.466089, -73.114223)",4,1044,12,108
2017,"Harkness Industries, Inc.",50 Grandview Court,Cheshire,New Haven,CT,06410,Cast Polyurethane and Injected Molded Plastic Parts,326199,Yes Woman/International Export,03/16/2017,60000.00,160000.00,220000.00,280000.00,60000.00,Small Business Express Program,CGS Sec. 32-7g,22,3,0,0,Pending,Pending,n/a,n/a,22,3,0,0,17,1,Active,50 Grandview Court,1,"50 Grandview Court
Cheshire, CT 06410
(41.541807, -72.901847)",4,1044,63,25
2018,"Same Day Xpress Logistics, LLC dba College Hunks Hauling Junk or College Hunks Moving",380 Boston Post Road,Orange,New Haven,CT,06477,Hauling and Moving,562111,Yes Woman/Minority,08/01/2017,20000.00,100000.00,120000.00,140000.00,20000.00,Small Business Express Program,CGS Sec. 32-7g,0,2,0,0,Pending,Pending,n/a,n/a,0,6,8,5,,,Active,380 Boston Post Road,1,"380 Boston Post Road
Orange, CT 06477
(41.260759, -73.008842)",7,1044,196,107
2015,"Connecticut Vision Center, LLC dba enVision/Madison Eye Care","64 Thompson Street, Suite B104",East Haven,New Haven,CT,06513,Optometric practice,621320,Yes Woman/Minority,04/13/2015,100000.00,0.00,100000.00,200000.00,100000.00,Small Business Express Program,CGS Sec. 32-7g,6,5,0,0,Pending,Pending,n/a,n/a,6,3,0,0,,,Compliance Complete,"64 Thompson Street, Suite B104",1,"64 Thompson Street, Suite B104
East Haven, CT 06513
(41.323932, -72.850236)",7,1044,242,44
2012,"Nalas Engineering Services, Inc.",85 Westbrook Road,Centerbrook,Middlesex,CT,06409,Manufacturing,325998,No,06/07/2012,0.00,500000.00,500000.00,500000.00,0.00,Manufacturing Assistance Act/Small Business Revolving Loan Fund,PA 10-75,5,10,,,20,Met,n/a,n/a,5,10,1,0,45,2,Active,85 Westbrook Road,1,"85 Westbrook Road
Centerbrook, CT 06409
(41.344039, -72.414907)",3,1043,163,50
2018,"Swift Textile Metalizing, LLC",23 Britton Drive,Bloomfield,Hartford,CT,06002,Manufacturer of Metalized Fabric,314000,Yes International Export,03/27/2018,80000.00,,80000.00,263525.00,183525.00,Small Business Express Program,CGS Sec. 32-7g,64,8,0,0,Pending,Pending,n/a,,64,8,0,0,,,Compliance Complete,23 Britton Drive,1,"23 Britton Drive
Bloomfield, CT 06002
(41.809345, -72.702576)",1,1041,224,11
2013,"Advanced Copy Technologies, Inc.",20 Commerce Drive,Cromwell,Middlesex,CT,06416,Photocopy Machines,423420,No,02/26/2013,30000.00,123000.00,153000.00,331000.00,178000.00,Small Business Express Program,CGS Sec. 32-7g,27,3,0,0,31,Met,n/a,n/a,0,0,0,0,,,Active,20 Commerce Drive,1,"20 Commerce Drive
Cromwell, CT 06416
(41.631357, -72.677538)",3,1041,165,33
2013,"VanAllen Plumbing & Heating, LLC",8 South Road,Harwinton,Litchfield,CT,06791,Plumbing and Heating,238220,No,04/04/2013,40000.00,0.00,40000.00,80055.00,40055.00,Small Business Express Program,CGS Sec. 32-7g,16,2,0,0,16,Not Met,"$2,000",n/a,16,2,0,0,,,Active,8 South Road,1,"8 South Road
Harwinton, CT 06791
(41.770979, -73.060027)",6,1042,228,66
2016,"Karelia, LLC","5 Batterson Park Road, Suite 1",Farmington,Hartford,CT,06032,Healthcare Services,524210,Yes Woman,12/23/2015,0.00,215000.00,215000.00,326500.00,111500.00,Small Business Express Program,CGS Sec. 32-7g,6,4,0,0,Pending,Pending,n/a,n/a,6,4,0,0,,,Active,"5 Batterson Park Road, Suite 1",1,"5 Batterson Park Road, Suite 1
Farmington, CT 06032
(41.708558, -72.798263)",1,1041,254,52
